seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr11	10877751	10877885	135	*	X04887	729013	10879764	10900823	21060	+	1878	upstream	1878	ZBED5-AS1
chr11	10881246	10881380	135	*	X04888	58486	10833621	10879620	46000	-	1625	upstream	1625	ZBED5
chr11	11644182	11644226	45	*	X04904	374378	11292421	11643561	351141	-	620	upstream	620	GALNT18
chr11	12308527	12308616	90	*	X04925	84953	12308447	12380691	72245	+	0	inside	79	MICALCL
chr11	15094575	15094701	127	*	X04966	797	15095146	15103888	8743	+	444	upstream	444	CALCB
chr11	16759282	16759371	90	*	X04972	10944	16760148	16779901	19754	+	776	upstream	776	C11orf58
chr11	17037081	17037135	55	*	X04986	144100	16800548	17035963	235416	-	1117	upstream	1117	PLEKHA7
chr11	17037661	17037780	120	*	X04987	144100	16800548	17035963	235416	-	1697	upstream	1697	PLEKHA7
chr11	17230715	17230849	135	*	X04990	5286	17099277	17229530	130254	-	1184	upstream	1184	PIK3C2A
chr11	17498640	17498804	165	*	X04997	6833	17414432	17498449	84018	-	190	upstream	190	ABCC8
chr11	17756908	17756956	49	*	X05001	3746	17757495	17804602	47108	+	538	upstream	538	KCNC1
chr11	17756961	17757290	330	*	X05002	3746	17757495	17804602	47108	+	204	upstream	204	KCNC1
chr11	18414191	18414265	75	*	X05005	3939	18415936	18429765	13830	+	1670	upstream	1670	LDHA
chr11	19736128	19736262	135	*	X05017	100126784	19732480	19736218	3739	-	0	overlapStart	0	LOC100126784
chr11	31390454	31390528	75	*	X05060	120526	31391377	31454382	63006	+	848	upstream	848	DNAJC24
chr11	31529533	31529667	135	*	X05061	26610	31531297	31805329	274033	+	1629	upstream	1629	ELP4
chr11	33721869	33722093	225	*	X05072	100131378	33719654	33722286	2633	-	0	inside	192	C11orf91
chr11	33797257	33797331	75	*	X05076	26273	33762490	33796071	33582	-	1185	upstream	1185	FBXO3
chr11	35160130	35160204	75	*	X05113	960	35160417	35253949	93533	+	212	upstream	212	CD44
chr11	36318002	36318121	120	*	X05123	79899	36317725	36486754	169030	+	0	inside	276	PRR5L
chr11	43601592	43601831	240	*	X05146	406918	43602944	43603033	90	+	1112	upstream	1112	MIR129-2
chr11	43601907	43602011	105	*	X05147	406918	43602944	43603033	90	+	932	upstream	932	MIR129-2
chr11	43602519	43602758	240	*	X05148	406918	43602944	43603033	90	+	185	upstream	185	MIR129-2
chr11	43602789	43602908	120	*	X05149	406918	43602944	43603033	90	+	35	upstream	35	MIR129-2
chr11	43964082	43964092	11	*	X05155	387763	43964106	43965433	1328	+	13	upstream	13	C11orf96
chr11	43964175	43964324	150	*	X05156	387763	43964106	43965433	1328	+	0	inside	68	C11orf96
chr11	44331766	44331865	100	*	X05164	60529	44282278	44331716	49439	-	49	upstream	49	ALX4
chr11	44586085	44586174	90	*	X05166	3732	44587141	44641315	54175	+	966	upstream	966	CD82
chr11	45113528	45113632	105	*	X05188	56981	45115564	45256675	141112	+	1931	upstream	1931	PRDM11
chr11	46144541	46144660	120	*	X05206	51317	45950870	46142985	192116	-	1555	upstream	1555	PHF21A
chr11	46740497	46740667	171	*	X05233	2147	46740743	46761056	20314	+	75	upstream	75	F2
chr11	46940616	46940735	120	*	X05239	4038	46878268	46940173	61906	-	442	upstream	442	LRP4
chr11	47199090	47199201	112	*	X05241	84364	47185849	47198676	12828	-	413	upstream	413	ARFGAP2
chr11	47208562	47208666	105	*	X05244	29763	47199073	47208010	8938	-	551	upstream	551	PACSIN3
chr11	47376431	47376565	135	*	X05253	91252	47377001	47438051	61051	+	435	upstream	435	SLC39A13
chr11	47376596	47376736	141	*	X05254	91252	47377001	47438051	61051	+	264	upstream	264	SLC39A13
chr11	48001440	48001544	105	*	X05269	5795	48002110	48192394	190285	+	565	upstream	565	PTPRJ
chr11	48001575	48001694	120	*	X05270	5795	48002110	48192394	190285	+	415	upstream	415	PTPRJ
chr11	57093932	57094156	225	*	X05303	85456	57067103	57092413	25311	-	1518	upstream	1518	TNKS1BP1
chr11	57103666	57103705	40	*	X05304	6749	57093459	57103351	9893	-	314	upstream	314	SSRP1
chr11	57192538	57192672	135	*	X05307	5553	57154834	57191532	36699	-	1005	upstream	1005	PRG2
chr11	57194702	57194821	120	*	X05310	29015	57174427	57195053	20627	-	0	inside	231	SLC43A3
chr11	57195092	57195226	135	*	X05311	29015	57174427	57195053	20627	-	38	upstream	38	SLC43A3
chr11	57226543	57226647	105	*	X05315	349667	57228339	57244384	16046	+	1691	upstream	1691	RTN4RL2
chr11	57227372	57227446	75	*	X05316	349667	57228339	57244384	16046	+	892	upstream	892	RTN4RL2
chr11	57227668	57227680	13	*	X05317	349667	57228339	57244384	16046	+	658	upstream	658	RTN4RL2
chr11	57417237	57417460	224	*	X05330	219539	57412560	57417417	4858	-	0	overlapStart	0	YPEL4
chr11	57417477	57417701	225	*	X05331	219539	57412560	57417417	4858	-	59	upstream	59	YPEL4
chr11	61062799	61062903	105	*	X05356	220001	61025758	61062788	37031	-	10	upstream	10	VWCE
chr11	61447213	61447317	105	*	X05377	747	61447905	61514474	66570	+	587	upstream	587	DAGLA
chr11	61659602	61659754	153	*	X05411	3995	61640998	61659006	18009	-	595	upstream	595	FADS3
chr11	61716333	61716452	120	*	X05418	7439	61717356	61731935	14580	+	903	upstream	903	BEST1
chr11	61717033	61717107	75	*	X05419	7439	61717356	61731935	14580	+	248	upstream	248	BEST1
chr11	62314964	62314987	24	*	X05442	79026	62201014	62314332	113319	-	631	upstream	631	AHNAK
chr11	62342451	62342555	105	*	X05448	1937	62327073	62342401	15329	-	49	upstream	49	EEF1G
chr11	62380596	62380640	45	*	X05451	256364	62369691	62380237	10547	-	358	upstream	358	EML3
chr11	62381619	62381873	255	*	X05452	256364	62369691	62380237	10547	-	1381	upstream	1381	EML3
chr11	62389786	62389803	18	*	X05454	26229	62382768	62389647	6880	-	138	upstream	138	B3GAT3
chr11	62473178	62473252	75	*	X05456	2785	62475066	62476678	1613	+	1813	upstream	1813	GNG3
chr11	62474453	62474461	9	*	X05457	2785	62475066	62476678	1613	+	604	upstream	604	GNG3
chr11	62600229	62600333	105	*	X05461	6811	62574332	62599563	25232	-	665	upstream	665	STX5
chr11	62689042	62689326	285	*	X05467	1128	62676151	62689012	12862	-	29	upstream	29	CHRM1
chr11	62690881	62691081	201	*	X05468	1128	62676151	62689012	12862	-	1868	upstream	1868	CHRM1
chr11	63331822	63331971	150	*	X05470	54979	63320242	63330855	10614	-	966	upstream	966	PLAAT2
chr11	63684949	63685031	83	*	X05488	283248	63678693	63684316	5624	-	632	upstream	632	RCOR2
chr11	63685422	63685646	225	*	X05489	283248	63678693	63684316	5624	-	1105	upstream	1105	RCOR2
chr11	63686157	63686291	135	*	X05490	283248	63678693	63684316	5624	-	1840	upstream	1840	RCOR2
chr11	63934772	63934876	105	*	X05508	28992	63766030	63933585	167556	-	1186	upstream	1186	MACROD1
chr11	63951715	63951804	90	*	X05510	10963	63953587	63972020	18434	+	1782	upstream	1782	STIP1
chr11	63994511	63994600	90	*	X05512	83707	63991271	63993726	2456	-	784	upstream	784	TRPT1
chr11	64018027	64018155	129	*	X05522	5331	64018995	64036924	17930	+	839	upstream	839	PLCB3
chr11	64053798	64053947	150	*	X05529	572	64037300	64052176	14877	-	1621	upstream	1621	BAD
chr11	64071156	64071247	92	*	X05530	2101	64073044	64084210	11167	+	1796	upstream	1796	ESRRA
chr11	64071353	64071442	90	*	X05531	2101	64073044	64084210	11167	+	1601	upstream	1601	ESRRA
chr11	64083502	64083586	85	*	X05532	25824	64085560	64089295	3736	+	1973	upstream	1973	PRDX5
chr11	64086414	64086484	71	*	X05533	51504	64084165	64085033	869	-	1380	upstream	1380	TRMT112
chr11	64125220	64125294	75	*	X05541	8986	64126625	64139687	13063	+	1330	upstream	1330	RPS6KA4
chr11	64125552	64125716	165	*	X05542	8986	64126625	64139687	13063	+	908	upstream	908	RPS6KA4
chr11	64322685	64322759	75	*	X05545	55867	64323098	64338999	15902	+	338	upstream	338	SLC22A11
chr11	64491313	64491417	105	*	X05553	9379	64373646	64490660	117015	-	652	upstream	652	NRXN2
chr11	64491583	64491687	105	*	X05554	9379	64373646	64490660	117015	-	922	upstream	922	NRXN2
chr11	64512838	64513092	255	*	X05557	10235	64494383	64512928	18546	-	0	overlapStart	0	RASGRP2
chr11	64611794	64611868	75	*	X05566	55561	64591662	64612041	20380	-	0	inside	172	CDC42BPG
chr11	64647002	64647057	56	*	X05574	10938	64620208	64647149	26942	-	0	inside	91	EHD1
chr11	64647457	64647513	57	*	X05575	10938	64620208	64647149	26942	-	307	upstream	307	EHD1
chr11	64764226	64764330	105	*	X05579	116071	64755417	64764517	9101	-	0	inside	186	BATF2
chr11	64852276	64852380	105	*	X05583	113130	64844927	64851615	6689	-	660	upstream	660	CDCA5
chr11	64887703	64887807	105	*	X05585	740	64889655	64894841	5187	+	1847	upstream	1847	MRPL49
chr11	65151769	65151873	105	*	X05598	283130	65142663	65151172	8510	-	596	upstream	596	SLC25A45
chr11	65188585	65188619	35	*	X05603	283131	65190269	65212028	21760	+	1649	upstream	1649	NEAT1
chr11	65327025	65327174	150	*	X05621	4054	65306030	65326253	20224	-	771	upstream	771	LTBP3
chr11	65328210	65328314	105	*	X05622	4054	65306030	65326253	20224	-	1956	upstream	1956	LTBP3
chr11	65339745	65339820	76	*	X05624	254100	65336691	65337884	1194	-	1860	upstream	1860	ZNRD2-AS1
chr11	65339745	65339820	76	*	X05624	23625	65339820	65341669	1850	+	0	overlapStart	0	FAM89B
chr11	65342172	65342204	33	*	X05626	254102	65343509	65360116	16608	+	1304	upstream	1304	EHBP1L1
chr11	65342700	65342789	90	*	X05627	254102	65343509	65360116	16608	+	719	upstream	719	EHBP1L1
chr11	65363274	65363393	120	*	X05633	10089	65360326	65363467	3142	-	0	inside	73	KCNK7
chr11	65363469	65363573	105	*	X05634	10089	65360326	65363467	3142	-	1	upstream	1	KCNK7
chr11	65688325	65688444	120	*	X05658	83638	65684283	65686531	2249	-	1793	upstream	1793	C11orf68
chr11	65728405	65728491	87	*	X05659	9092	65729160	65747607	18448	+	668	upstream	668	SART1
chr11	65770844	65770993	150	*	X05662	84285	65764016	65769637	5622	-	1206	upstream	1206	EIF1AD
chr11	65818839	65818958	120	*	X05667	10992	65819816	65836382	16567	+	857	upstream	857	SF3B2
chr11	66034409	66034498	90	*	X05677	81876	66036056	66044963	8908	+	1557	upstream	1557	RAB1B
chr11	66034679	66034813	135	*	X05678	81876	66036056	66044963	8908	+	1242	upstream	1242	RAB1B
chr11	66035009	66035031	23	*	X05679	81876	66036056	66044963	8908	+	1024	upstream	1024	RAB1B
chr11	66084868	66085033	166	*	X05690	57124	66081958	66084515	2558	-	352	upstream	352	CD248
chr11	66085288	66085407	120	*	X05691	57124	66081958	66084515	2558	-	772	upstream	772	CD248
chr11	66085423	66085557	135	*	X05692	57124	66081958	66084515	2558	-	907	upstream	907	CD248
chr11	66086324	66086428	105	*	X05693	57124	66081958	66084515	2558	-	1808	upstream	1808	CD248
chr11	66105714	66105866	153	*	X05701	9610	66099542	66104311	4770	-	1402	upstream	1402	RIN1
chr11	66113505	66113624	120	*	X05702	25855	66104804	66112582	7779	-	922	upstream	922	BRMS1
chr11	66113829	66113948	120	*	X05703	25855	66104804	66112582	7779	-	1246	upstream	1246	BRMS1
chr11	66233739	66233843	105	*	X05706	246330	66233798	66244808	11011	+	0	overlapStart	0	PELI3
chr11	66404921	66404965	45	*	X05711	5936	66406088	66435858	29771	+	1122	upstream	1122	RBM4
chr11	66510569	66510703	135	*	X05714	79703	66512207	66610987	98781	+	1503	upstream	1503	C11orf80
chr11	66742602	66742705	104	*	X05727	254439	66742754	66744479	1726	+	48	upstream	48	C11orf86
chr11	66789691	66789915	225	*	X05733	91683	66790190	66818334	28145	+	274	upstream	274	SYT12
chr11	66822670	66822759	90	*	X05743	29984	66824289	66839488	15200	+	1529	upstream	1529	RHOD
chr11	66823415	66823534	120	*	X05744	29984	66824289	66839488	15200	+	754	upstream	754	RHOD
chr11	66823975	66824056	82	*	X05745	29984	66824289	66839488	15200	+	232	upstream	232	RHOD
chr11	66886215	66886246	32	*	X05750	22992	66886740	67025550	138811	+	493	upstream	493	KDM2A
chr11	67070036	67070140	105	*	X05755	54961	67070919	67080078	9160	+	778	upstream	778	SSH3
chr11	67070571	67070593	23	*	X05756	54961	67070919	67080078	9160	+	325	upstream	325	SSH3
chr11	67121507	67121527	21	*	X05761	57804	67118236	67121067	2832	-	439	upstream	439	POLD4
chr11	67142158	67142244	87	*	X05762	23529	67131639	67141648	10010	-	509	upstream	509	CLCF1
chr11	67142816	67142932	117	*	X05763	23529	67131639	67141648	10010	-	1167	upstream	1167	CLCF1
chr11	67143280	67143504	225	*	X05764	23529	67131639	67141648	10010	-	1631	upstream	1631	CLCF1
chr11	67182706	67182825	120	*	X05769	57571	67183149	67193078	9930	+	323	upstream	323	CARNS1
chr11	67182997	67183101	105	*	X05770	57571	67183149	67193078	9930	+	47	upstream	47	CARNS1
chr11	67183263	67183412	150	*	X05771	57571	67183149	67193078	9930	+	0	inside	113	CARNS1
chr11	67272898	67272919	22	*	X05782	9600	67259239	67272843	13605	-	54	upstream	54	PITPNM1
chr11	67274205	67274294	90	*	X05783	9600	67259239	67272843	13605	-	1361	upstream	1361	PITPNM1
chr11	67274465	67274579	115	*	X05784	9600	67259239	67272843	13605	-	1621	upstream	1621	PITPNM1
chr11	67373634	67373701	68	*	X05787	4723	67374323	67380012	5690	+	621	upstream	621	NDUFV1
chr11	67398663	67398752	90	*	X05788	254552	67395409	67397408	2000	-	1254	upstream	1254	NUDT8
chr11	67574265	67574354	90	*	X05791	645332	67559238	67572807	13570	-	1457	upstream	1457	FAM86C2P
chr11	67800463	67800582	120	*	X05801	100616403	67801364	67801448	85	+	781	upstream	781	MIR4691
chr11	67800673	67800792	120	*	X05802	100616403	67801364	67801448	85	+	571	upstream	571	MIR4691
chr11	69061416	69061454	39	*	X05857	26579	69061622	69156450	94829	+	167	upstream	167	MYEOV
chr11	70048265	70048609	345	*	X05902	8772	70049269	70053508	4240	+	659	upstream	659	FADD
chr11	72928974	72928986	13	*	X05952	5029	72929343	72953472	24130	+	356	upstream	356	P2RY2
chr11	73018162	73018290	129	*	X05958	9828	73019663	73080425	60763	+	1372	upstream	1372	ARHGEF17
chr11	73086768	73086887	120	*	X05965	84957	73087405	73108519	21115	+	517	upstream	517	RELT
chr11	74951353	74951489	137	*	X06006	100507050	74951950	74954749	2800	+	460	upstream	460	TPBGL
chr11	75063242	75063376	135	*	X06015	408	74971166	75062875	91710	-	366	upstream	366	ARRB1
chr11	76492293	76492438	146	*	X06042	25987	76493357	76509198	15842	+	918	upstream	918	TSKU
chr11	76492698	76492832	135	*	X06043	25987	76493357	76509198	15842	+	524	upstream	524	TSKU
chr11	76777160	76777204	45	*	X06046	726	76777992	76837198	59207	+	787	upstream	787	CAPN5
chr11	82613390	82613467	78	*	X06067	5547	82535409	82611557	76149	-	1832	upstream	1832	PRCP
chr11	82781145	82781279	135	*	X06073	100506233	82783108	82784754	1647	+	1828	upstream	1828	RAB30-DT
chr11	85781443	85781562	120	*	X06074	8301	85668214	85780923	112710	-	519	upstream	519	PICALM
chr11	86510637	86510756	120	*	X06094	11098	86511491	86663830	152340	+	734	upstream	734	PRSS23
chr11	88072250	88072283	34	*	X06095	1075	88026760	88070941	44182	-	1308	upstream	1308	CTSC
chr11	94276229	94276333	105	*	X06111	143689	94277006	94354587	77582	+	672	upstream	672	PIWIL4
chr11	94276229	94276333	105	*	X06111	2526	94277017	94283064	6048	+	683	upstream	683	FUT4
chr11	100998736	100998840	105	*	X06126	101054525	100999808	101069639	69832	+	967	upstream	967	PGR-AS1
chr11	107461421	107461535	115	*	X06145	55531	107461817	107537505	75689	+	281	upstream	281	ELMOD1
chr11	107461421	107461535	115	*	X06145	643923	107462471	107463949	1479	+	935	upstream	935	NA
chr11	109293071	109293097	27	*	X06161	399947	109292846	109299893	7048	+	0	inside	224	C11orf87
chr11	111750829	111750948	120	*	X06179	79796	111652919	111750181	97263	-	647	upstream	647	ALG9
chr11	111750829	111750948	120	*	X06179	91893	111744780	111750181	5402	-	647	upstream	647	FDXACB1
chr11	111782409	111782513	105	*	X06180	100528019	111783460	111797595	14136	+	946	upstream	946	HSPB2-C11orf52
chr11	111782409	111782513	105	*	X06180	3316	111783460	111789728	6269	+	946	upstream	946	HSPB2
chr11	111782409	111782513	105	*	X06180	1410	111779350	111782473	3124	-	0	overlapStart	0	CRYAB
chr11	111783319	111783483	165	*	X06181	100528019	111783460	111797595	14136	+	0	overlapStart	0	HSPB2-C11orf52
chr11	111783319	111783483	165	*	X06181	3316	111783460	111789728	6269	+	0	overlapStart	0	HSPB2
chr11	111783319	111783483	165	*	X06181	1410	111779350	111782473	3124	-	845	upstream	845	CRYAB
chr11	111783574	111783633	60	*	X06182	100528019	111783460	111797595	14136	+	0	inside	113	HSPB2-C11orf52
chr11	111783574	111783633	60	*	X06182	3316	111783460	111789728	6269	+	0	inside	113	HSPB2
chr11	111783574	111783633	60	*	X06182	1410	111779350	111782473	3124	-	1100	upstream	1100	CRYAB
chr11	117688170	117688280	111	*	X06230	57453	117298489	117688240	389752	-	0	overlapStart	0	DSCAML1
chr11	117700318	117700371	54	*	X06234	486	117690790	117698807	8018	-	1510	upstream	1510	FXYD2
chr11	118779323	118779547	225	*	X06250	100616376	118781417	118781496	80	+	1869	upstream	1869	MIR4492
chr11	118779953	118780099	147	*	X06251	100616376	118781417	118781496	80	+	1317	upstream	1317	MIR4492
chr11	118780310	118780429	120	*	X06252	100616376	118781417	118781496	80	+	987	upstream	987	MIR4492
chr11	118780748	118780909	162	*	X06253	100616376	118781417	118781496	80	+	507	upstream	507	MIR4492
chr11	118781860	118781899	40	*	X06254	283149	118766851	118781613	14763	-	246	upstream	246	BCL9L
chr11	118782650	118782844	195	*	X06255	283149	118766851	118781613	14763	-	1036	upstream	1036	BCL9L
chr11	118887256	118887390	135	*	X06261	51399	118889241	118894385	5145	+	1850	upstream	1850	TRAPPC4
chr11	119019423	119019542	120	*	X06266	64137	119019750	119033374	13625	+	207	upstream	207	ABCG4
chr11	119038913	119039062	150	*	X06267	79671	119039437	119054725	15289	+	374	upstream	374	NLRX1
chr11	122018641	122018722	82	*	X06304	406882	122017230	122017301	72	-	1339	upstream	1339	MIRLET7A2
chr11	122525761	122525865	105	*	X06311	84959	122526398	122685187	158790	+	532	upstream	532	UBASH3B
chr11	123066214	123066241	28	*	X06325	79827	122943033	123066007	122975	-	206	upstream	206	CLMP
chr11	124733829	124733884	56	*	X06350	64221	124735305	124751370	16066	+	1420	upstream	1420	ROBO3
chr11	125933470	125933528	59	*	X06355	50937	125826713	125933187	106475	-	282	upstream	282	CDON
chr11	126223558	126223692	135	*	X06362	6484	126225540	126310752	85213	+	1847	upstream	1847	ST3GAL4
chr11	126860250	126860369	120	*	X06368	100422918	126858354	126858438	85	-	1811	upstream	1811	MIR3167
chr11	126871161	126871295	135	*	X06375	283165	126872805	126875953	3149	+	1509	upstream	1509	KIRREL3-AS3
chr11	126872813	126872920	108	*	X06376	283165	126872805	126875953	3149	+	0	inside	7	KIRREL3-AS3
chr12	323358	323477	120	*	X06407	6539	299243	323371	24129	-	0	overlapStart	0	SLC6A12
chr12	323538	323657	120	*	X06408	6539	299243	323371	24129	-	166	upstream	166	SLC6A12
chr12	860782	860961	180	*	X06420	65125	862089	1020618	158530	+	1127	upstream	1127	WNK1
chr12	1769858	1769962	105	*	X06427	100500816	1769481	1769546	66	-	311	upstream	311	MIR3649
chr12	1770129	1770321	193	*	X06428	100500816	1769481	1769546	66	-	582	upstream	582	MIR3649
chr12	1770603	1770698	96	*	X06429	100500816	1769481	1769546	66	-	1056	upstream	1056	MIR3649
chr12	1770714	1770848	135	*	X06430	100500816	1769481	1769546	66	-	1167	upstream	1167	MIR3649
chr12	2045316	2045465	150	*	X06433	100271702	2038368	2045742	7375	-	0	inside	276	LINC00940
chr12	2045526	2045615	90	*	X06434	100271702	2038368	2045742	7375	-	0	inside	126	LINC00940
chr12	2046216	2046335	120	*	X06435	100271702	2038368	2045742	7375	-	473	upstream	473	LINC00940
chr12	2988026	2988064	39	*	X06437	2305	2966847	2986321	19475	-	1704	upstream	1704	FOXM1
chr12	4382687	4382956	270	*	X06451	894	4382902	4414522	31621	+	0	overlapStart	0	CCND2
chr12	6308760	6308879	120	*	X06461	928	6309482	6347437	37956	+	602	upstream	602	CD9
chr12	6308897	6308971	75	*	X06462	928	6309482	6347437	37956	+	510	upstream	510	CD9
chr12	6560313	6560413	101	*	X06486	55080	6561177	6575601	14425	+	763	upstream	763	TAPBPL
chr12	6560313	6560413	101	*	X06486	678655	6548167	6560683	12517	-	0	inside	269	CD27-AS1
chr12	6560504	6560623	120	*	X06487	55080	6561177	6575601	14425	+	553	upstream	553	TAPBPL
chr12	6560504	6560623	120	*	X06487	678655	6548167	6560683	12517	-	0	inside	59	CD27-AS1
chr12	6561624	6561743	120	*	X06488	678655	6548167	6560683	12517	-	940	upstream	940	CD27-AS1
chr12	6562134	6562193	60	*	X06489	678655	6548167	6560683	12517	-	1450	upstream	1450	CD27-AS1
chr12	6604062	6604241	180	*	X06490	51258	6601316	6602471	1156	-	1590	upstream	1590	MRPL51
chr12	6641537	6641656	120	*	X06491	2597	6643585	6647537	3953	+	1928	upstream	1928	GAPDH
chr12	6642032	6642151	120	*	X06492	2597	6643585	6647537	3953	+	1433	upstream	1433	GAPDH
chr12	6642347	6642422	76	*	X06493	2597	6643585	6647537	3953	+	1162	upstream	1162	GAPDH
chr12	6716866	6716924	59	*	X06504	1108	6679248	6716551	37304	-	314	upstream	314	CHD4
chr12	6716985	6717254	270	*	X06505	1108	6679248	6716551	37304	-	433	upstream	433	CHD4
chr12	6717600	6717636	37	*	X06506	1108	6679248	6716551	37304	-	1048	upstream	1048	CHD4
chr12	6873911	6873934	24	*	X06516	5763	6875541	6880118	4578	+	1606	upstream	1606	PTMS
chr12	6877556	6877690	135	*	X06517	8079	6857158	6876641	19484	-	914	upstream	914	MLF2
chr12	6877871	6878005	135	*	X06518	8079	6857158	6876641	19484	-	1229	upstream	1229	MLF2
chr12	6878135	6878269	135	*	X06519	8079	6857158	6876641	19484	-	1493	upstream	1493	MLF2
chr12	6878345	6878599	255	*	X06520	8079	6857158	6876641	19484	-	1703	upstream	1703	MLF2
chr12	6930385	6930519	135	*	X06525	27239	6930963	6939175	8213	+	443	upstream	443	GPR162
chr12	6930605	6930804	200	*	X06526	27239	6930963	6939175	8213	+	158	upstream	158	GPR162
chr12	6930905	6931119	215	*	X06527	27239	6930963	6939175	8213	+	0	overlapStart	0	GPR162
chr12	6936995	6937129	135	*	X06529	10536	6937572	6949018	11447	+	442	upstream	442	P3H3
chr12	6937441	6937465	25	*	X06530	10536	6937572	6949018	11447	+	106	upstream	106	P3H3
chr12	6962310	6962383	74	*	X06531	83461	6953963	6960456	6494	-	1853	upstream	1853	CDCA3
chr12	6975558	6975673	116	*	X06532	7167	6976584	6980110	3527	+	910	upstream	910	TPI1
chr12	6975916	6976050	135	*	X06533	7167	6976584	6980110	3527	+	533	upstream	533	TPI1
chr12	7013769	7013796	28	*	X06538	10233	7013897	7023406	9510	+	100	upstream	100	LRRC23
chr12	7023497	7023545	49	*	X06541	2026	7023614	7032859	9246	+	68	upstream	68	ENO2
chr12	7055371	7055452	82	*	X06551	5777	7055740	7070479	14740	+	287	upstream	287	PTPN6
chr12	7072260	7072409	150	*	X06553	406985	7072862	7072929	68	+	452	upstream	452	MIR200C
chr12	7072260	7072409	150	*	X06553	406933	7073260	7073354	95	+	850	upstream	850	MIR141
chr12	7263317	7263406	90	*	X06563	51279	7247146	7261869	14724	-	1447	upstream	1447	C1RL
chr12	8044875	8045009	135	*	X06570	144195	7966397	8043744	77348	-	1130	upstream	1130	SLC2A14
chr12	13256603	13256722	120	*	X06609	83445	13236471	13256630	20160	-	0	overlapStart	0	GSG1
chr12	22487430	22487496	67	*	X06653	6489	22346325	22487648	141324	-	0	inside	151	ST8SIA1
chr12	22698232	22698366	135	*	X06654	9847	22601518	22697452	95935	-	779	upstream	779	C2CD5
chr12	26110599	26110703	105	*	X06663	11228	26111964	26232825	120862	+	1260	upstream	1260	RASSF8
chr12	26110869	26110882	14	*	X06664	11228	26111964	26232825	120862	+	1081	upstream	1081	RASSF8
chr12	26278041	26278160	120	*	X06665	79365	26272959	26278003	5045	-	37	upstream	37	BHLHE41
chr12	28124573	28124707	135	*	X06672	5744	28111017	28124916	13900	-	0	inside	208	PTHLH
chr12	29301347	29301410	64	*	X06676	55711	29301936	29488549	186614	+	525	upstream	525	FAR2
chr12	29301626	29301770	145	*	X06677	55711	29301936	29488549	186614	+	165	upstream	165	FAR2
chr12	30947544	30947633	90	*	X06680	100287314	30948615	30955645	7031	+	981	upstream	981	LINC00941
chr12	31882988	31883122	135	*	X06694	196394	31824071	31882108	58038	-	879	upstream	879	AMN1
chr12	44229303	44229392	90	*	X06723	84216	44229962	44783541	553580	+	569	upstream	569	TMEM117
chr12	45444904	45445008	105	*	X06725	440097	45408539	45444882	36344	-	21	upstream	21	DBX2
chr12	45445294	45445398	105	*	X06726	440097	45408539	45444882	36344	-	411	upstream	411	DBX2
chr12	48215488	48215592	105	*	X06760	51564	48176507	48213763	37257	-	1724	upstream	1724	HDAC7
chr12	48398250	48398414	165	*	X06771	1280	48366748	48398285	31538	-	0	overlapStart	0	COL2A1
chr12	48498122	48498125	4	*	X06772	5213	48499656	48540187	40532	+	1530	upstream	1530	PFKM
chr12	49183586	49183648	63	*	X06778	112	49159975	49182820	22846	-	765	upstream	765	ADCY6
chr12	49183949	49184068	120	*	X06779	112	49159975	49182820	22846	-	1128	upstream	1128	ADCY6
chr12	49372023	49372142	120	*	X06793	7471	49372236	49376396	4161	+	93	upstream	93	WNT1
chr12	49392738	49392842	105	*	X06797	23109	49388933	49393088	4156	-	0	inside	245	DDN
chr12	49393023	49393142	120	*	X06798	23109	49388933	49393088	4156	-	0	overlapStart	0	DDN
chr12	49393338	49393427	90	*	X06799	23109	49388933	49393088	4156	-	249	upstream	249	DDN
chr12	49393583	49393672	90	*	X06800	23109	49388933	49393088	4156	-	494	upstream	494	DDN
chr12	49413128	49413247	120	*	X06802	5571	49396055	49412629	16575	-	498	upstream	498	PRKAG1
chr12	49413558	49413887	330	*	X06803	5571	49396055	49412629	16575	-	928	upstream	928	PRKAG1
chr12	49414043	49414177	135	*	X06804	5571	49396055	49412629	16575	-	1413	upstream	1413	PRKAG1
chr12	49414248	49414427	180	*	X06805	5571	49396055	49412629	16575	-	1618	upstream	1618	PRKAG1
chr12	49414443	49414509	67	*	X06806	5571	49396055	49412629	16575	-	1813	upstream	1813	PRKAG1
chr12	49488562	49488681	120	*	X06809	50846	49483206	49488602	5397	-	0	overlapStart	0	DHH
chr12	49526074	49526158	85	*	X06810	10376	49521567	49525304	3738	-	769	upstream	769	TUBA1B
chr12	49688306	49688440	135	*	X06815	5630	49688909	49692481	3573	+	468	upstream	468	PRPH
chr12	49731120	49731121	2	*	X06817	338761	49726200	49730971	4772	-	148	upstream	148	C1QL4
chr12	49739368	49739377	10	*	X06820	79962	49741041	49745685	4645	+	1663	upstream	1663	DNAJC22
chr12	49739929	49740498	570	*	X06821	79962	49741041	49745685	4645	+	542	upstream	542	DNAJC22
chr12	50015991	50016050	60	*	X06829	25766	50017197	50038452	21256	+	1146	upstream	1146	PRPF40B
chr12	50477018	50477137	120	*	X06838	6602	50478983	50494494	15512	+	1845	upstream	1845	SMARCD1
